img_id,mask_id,q,question,answer
clb0kvxw291js074yc8207qlz,clb0kvxw291js074yc8207qlz_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxwj929o074y53xuf62r,clb0kvxwj929o074y53xuf62r_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxvj90to074y2c1r47br,clb0kvxvj90to074y2c1r47br_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,presence of z-line delineation
clb0kvxvg90oo074yavgs47u0,clb0kvxvg90oo074yavgs47u0_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line multiple landmarks distributed across central and lower regions
clb0kvxvo910c074y0zvf93s0,clb0kvxvo910c074y0zvf93s0_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxux8zu4074yc3afaavx,clb0kvxux8zu4074yc3afaavx_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line structure
clb0kvxvs915o074yaixt43zj,clb0kvxvs915o074yaixt43zj_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxvh90q4074y1gxmb64k,clb0kvxvh90q4074y1gxmb64k_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line scattered across central and upper regions
clb0kvxux8ztk074ydrosfmn4,clb0kvxux8ztk074ydrosfmn4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxv990ak074yel11h7bn,clb0kvxv990ak074yel11h7bn_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxwq92lo074y0oxy68g9,clb0kvxwq92lo074y0oxy68g9_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line structure
clb0kvxuz8zvs074yejtv71m1,clb0kvxuz8zvs074yejtv71m1_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line scattered across central and upper regions
clb0kvxvb90eo074y5ehc1t07,clb0kvxvb90eo074y5ehc1t07_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvz91ek074ycxuq03rg,clb0kvxvz91ek074ycxuq03rg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv69060074y2isr622s,clb0kvxv69060074y2isr622s_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line visible in central and upper-right regions
clb0kvxv28zzc074y2d1j73oz,clb0kvxv28zzc074y2d1j73oz_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line multiple landmarks scattered across central and upper regions
clb0kvxv28zzs074y1xxyfl32,clb0kvxv28zzs074y1xxyfl32_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxva90dg074yareh1db9,clb0kvxva90dg074yareh1db9_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxw491lw074y2l3u6d31,clb0kvxw491lw074y2l3u6d31_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxve90kw074y3tymbify,clb0kvxve90kw074y3tymbify_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxvo910k074y2jz12pby,clb0kvxvo910k074y2jz12pby_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line multiple landmarks located in central and upper regions
clb0kvxvz91ew074yf9d37i2x,clb0kvxvz91ew074yf9d37i2x_z-line_mask_0,Where in the image is the anatomical landmark?,In which regions of the image is the anatomical landmark located?,z-line visible in central and upper-right areas
clb0kvxvs915g074y988w0xsx,clb0kvxvs915g074y988w0xsx_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line visible in central and upper regions
clb0kvxvo9104074y30j4b8du,clb0kvxvo9104074y30j4b8du_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark multiple landmarks located in central and lower regions
clb0kvxvi90rc074y0s2m56os,clb0kvxvi90rc074y0s2m56os_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line landmark located in the central and upper-right regions
clb0kvxvk90uc074y5tpm0apw,clb0kvxvk90uc074y5tpm0apw_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxv69050074y4dtl6zbt,clb0kvxv69050074y4dtl6zbt_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxvx91bo074y14c8a7im,clb0kvxvx91bo074y14c8a7im_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line located in central and upper-right regions
clb0kvxw991ug074y75v1dt4w,clb0kvxw991ug074y75v1dt4w_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxux8zuo074y2r20bzu8,clb0kvxux8zuo074y2r20bzu8_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvz91f4074yagmwfz1c,clb0kvxvz91f4074yagmwfz1c_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line landmarks distributed across central and upper regions
clb0kvxw991uk074yd35d1i3g,clb0kvxw991uk074yd35d1i3g_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line delineation
clb0kvxvj90sg074y9nnwdtkm,clb0kvxvj90sg074y9nnwdtkm_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxw691pg074y52be8g3a,clb0kvxw691pg074y52be8g3a_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxv6905g074yc1yh9xje,clb0kvxv6905g074yc1yh9xje_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxw291j4074yff7m9fc3,clb0kvxw291j4074yff7m9fc3_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxw791qg074y1znsavm7,clb0kvxw791qg074y1znsavm7_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmarks distributed across central and lower regions
clb0kvxvl90w0074y3v8t9ej7,clb0kvxvl90w0074y3v8t9ej7_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark distributed across central and lower regions with bilateral symmetry
clb0kvxuz8zvw074y8jmz3ibu,clb0kvxuz8zvw074y8jmz3ibu_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark scattered across central and upper regions
clb0kvxvn90yk074ygz9h8gen,clb0kvxvn90yk074ygz9h8gen_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark landmarks located in central and upper regions
clb0kvxwj929w074yeej148kb,clb0kvxwj929w074yeej148kb_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line anatomy
clb0kvxus8zok074ydwoc8kun,clb0kvxus8zok074ydwoc8kun_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line scattered across central and lower areas
clb0kvxun8zko074y606k6otj,clb0kvxun8zko074y606k6otj_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvr9140074yerqg51ox,clb0kvxvr9140074yerqg51ox_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line located in central and upper-central areas
clb0kvxv69058074yei9pfqki,clb0kvxv69058074yei9pfqki_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxwk92bk074yebcsfrqg,clb0kvxwk92bk074yebcsfrqg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxuv8zs0074yc3da22oc,clb0kvxuv8zs0074yc3da22oc_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks can be identified in the image?,evidence of z-line appearance
clb0kvxvc90g4074yhcv0de09,clb0kvxvc90g4074yhcv0de09_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line multiple landmarks located in central and lower regions
clb0kvxwo92is074y1fchd71y,clb0kvxwo92is074y1fchd71y_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvb90ek074y8kpm7948,clb0kvxvb90ek074y8kpm7948_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line scattered across central and upper regions
clb0kvxvh90pc074yf2uta27t,clb0kvxvh90pc074yf2uta27t_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxv7906o074y82j11tg4,clb0kvxv7906o074y82j11tg4_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line landmarks distributed across central and lower regions
clb0kvxut8zpc074y4azq5clw,clb0kvxut8zpc074y4azq5clw_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line landmarks distributed across central and upper regions
clb0kvxw291k0074y5v8gewyr,clb0kvxw291k0074y5v8gewyr_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,anatomical landmark z-line scattered across central and upper regions
clb0kvxw191ig074ygwyyfb1y,clb0kvxw191ig074ygwyyfb1y_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvs9168074y7npx7ful,clb0kvxvs9168074y7npx7ful_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxvq913o074y7lnz0fhw,clb0kvxvq913o074y7lnz0fhw_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image show the anatomical landmark?,anatomical landmark z-line located in central and lateral regions
clb0kvxwp92kg074y3odi6fqo,clb0kvxwp92kg074y3odi6fqo_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvo9118074ygmpxhuu0,clb0kvxvo9118074ygmpxhuu0_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvs915s074ygw8u1akp,clb0kvxvs915s074ygw8u1akp_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvn90zc074yblda8tyx,clb0kvxvn90zc074yblda8tyx_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line scattered across central and upper regions
clb0kvxv8909c074y0i1x320e,clb0kvxv8909c074y0i1x320e_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,anatomical landmark z-line scattered across central and lower regions
clb0kvxvf90lo074y5ckl4aji,clb0kvxvf90lo074y5ckl4aji_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark distributed across central and lower-left areas
clb0kvxvh90pk074ybg7y8ohv,clb0kvxvh90pk074ybg7y8ohv_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv79074074y19cdf7ne,clb0kvxv79074074y19cdf7ne_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxuw8zsk074ygc1iadn2,clb0kvxuw8zsk074ygc1iadn2_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line scattered across central and upper regions
clb0kvxwm92fs074ybmcyffs2,clb0kvxwm92fs074ybmcyffs2_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvm90y4074yf50vf5nq,clb0kvxvm90y4074yf50vf5nq_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvg90nk074y6qnzas41,clb0kvxvg90nk074y6qnzas41_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line scattered across central and upper regions
clb0kvxv4902w074y35cc50x6,clb0kvxv4902w074y35cc50x6_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark located in central and surrounding areas
clb0kvxuq8zms074y8j8u68vg,clb0kvxuq8zms074y8j8u68vg_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line located in central and upper regions
clb0kvxwa91v4074y3al70eaf,clb0kvxwa91v4074y3al70eaf_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,presence of z-line anatomical structure
clb0kvxvm90xk074ygct18hj3,clb0kvxvm90xk074ygct18hj3_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks can be identified in the image?,evidence of z-line appearance
clb0kvxux8zuc074y6iy42oft,clb0kvxux8zuc074y6iy42oft_z-line_mask_0,Where in the image is the anatomical landmark?,Which area of the image shows the anatomical landmark?,anatomical landmark z-line located in the central region
clb0kvxwg9260074yex77d8z9,clb0kvxwg9260074yex77d8z9_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxwi928g074y2efxd0vq,clb0kvxwi928g074y2efxd0vq_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvr9150074y1gfae1xg,clb0kvxvr9150074y1gfae1xg_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line located in central and lower-left regions
clb0kvxw991uk074yd35d1i3g,clb0kvxw991uk074yd35d1i3g_z-line_mask_0,Where in the image is the anatomical landmark?,Where is the anatomical landmark located in the image?,z-line landmark visible in central and upper regions
clb0kvxvj90sg074y9nnwdtkm,clb0kvxvj90sg074y9nnwdtkm_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line scattered across central and upper regions
clb0kvxv7907c074y8xvo3g7g,clb0kvxv7907c074y8xvo3g7g_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line distributed across central and upper regions
clb0kvxuw8zsk074ygc1iadn2,clb0kvxuw8zsk074ygc1iadn2_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks can be identified in the image?,visible z-line structure
clb0lbwzddp24086u7nvb3zgc,clb0lbwzddp24086u7nvb3zgc_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark scattered across multiple central and upper regions
clb0kvxuv8zrs074y9k0ebd3e,clb0kvxuv8zrs074y9k0ebd3e_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line scattered across central and upper regions
clb0kvxv6905o074y93pdfoc4,clb0kvxv6905o074y93pdfoc4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvg90n0074y5n8wdtdo,clb0kvxvg90n0074y5n8wdtdo_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxv7906w074y679nfpeg,clb0kvxv7906w074y679nfpeg_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line distributed across central and upper regions
clb0kvxv49030074y4dir095j,clb0kvxv49030074y4dir095j_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,"anatomical landmark z-line located in central, upper-right, and lower-center areas"
clb0kvxuz8zvw074y8jmz3ibu,clb0kvxuz8zvw074y8jmz3ibu_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvi90ro074y5mg540by,clb0kvxvi90ro074y5mg540by_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark distributed across central and lower areas
clb0kvxvk90ug074y8qag5uen,clb0kvxvk90ug074y8qag5uen_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxuz8zwo074y69px8gvj,clb0kvxuz8zwo074y69px8gvj_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxuq8zmg074y7owh9m4b,clb0kvxuq8zmg074y7owh9m4b_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line located in the central and upper central regions
