img_id,mask_id,q,question,answer
cla820glms4ov071uase2f3kh,cla820glms4ov071uase2f3kh_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across multiple central and lower quadrants
cla820gm1s57f071ubbs03fi2,cla820gm1s57f071ubbs03fi2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple central and lower regions
cla820glcs47v071u0n7i11qa,cla820glcs47v071u0n7i11qa_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormalities distributed across multiple regions
cla820glos4qv071u0rzk1tdi,cla820glos4qv071u0rzk1tdi_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality observed in multiple quadrants
cla820gn2s6hj071u6zj3em1t,cla820gn2s6hj071u6zj3em1t_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple central and lower regions
cla820glls4mv071u765tggf2,cla820glls4mv071u765tggf2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across central and upper regions
cla820gmis5sn071u538x012x,cla820gmis5sn071u538x012x_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple regions of the image
cla820gn9s6q3071u1ntnad6g,cla820gn9s6q3071u1ntnad6g_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple quadrants
cla820gm6s5d3071ue18mak4h,cla820gm6s5d3071ue18mak4h_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820glds497071u4nznh6kl,cla820glds497071u4nznh6kl_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820gmws6d3071u7f54d5go,cla820gmws6d3071u7f54d5go_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple quadrants
cla820gmys6g3071ubra6dfgr,cla820gmys6g3071ubra6dfgr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis distributed across multiple regions including central and upper quadrants
cla820gmxs6dz071u89c518b7,cla820gmxs6dz071u89c518b7_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which areas of the image show abnormal findings?,ulcerative colitis abnormalities scattered across multiple regions
cla820gl4s3uj071u8so1gxth,cla820gl4s3uj071u8so1gxth_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis abnormality seen in multiple regions including center, upper, and lower areas"
cla820gm6s5c7071u8qxfg8mk,cla820gm6s5c7071u8qxfg8mk_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis spread across multiple regions including center, upper, and lower quadrants"
cla820glas45f071uds2u97yk,cla820glas45f071uds2u97yk_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality visible in the image?,ulcerative colitis distributed across multiple central and upper regions
cla820gm8s5fb071u0bn7dy4k,cla820gm8s5fb071u0bn7dy4k_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis scattered across multiple quadrants including central and lower regions
cla820glfs4d7071u447u26s7,cla820glfs4d7071u447u26s7_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show the abnormality?,ulcerative colitis abnormality seen in multiple regions including center and upper-left
cla820gmms5zr071ubsmqaxtm,cla820gmms5zr071ubsmqaxtm_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm5s5bv071u5q119mtp,cla820gm5s5bv071u5q119mtp_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmbs5j7071u8ip985x7,cla820gmbs5j7071u8ip985x7_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis distributed across multiple regions including central, upper, and lower areas"
cla820gmgs5pn071u9szz715u,cla820gmgs5pn071u9szz715u_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple regions
cla820gl2s3qn071ucguna2um,cla820gl2s3qn071ucguna2um_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across central and lower regions
cla820gl5s3vr071u7iil4yr1,cla820gl5s3vr071u7iil4yr1_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality observed?,ulcerative colitis abnormality scattered across multiple regions
cla820glos4r3071u3sp7523c,cla820glos4r3071u3sp7523c_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple central and lower regions
cla820gm3s59b071uezzp36cf,cla820gm3s59b071uezzp36cf_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple quadrants including central and lower regions
cla820gl6s3xv071u8lpe4sj3,cla820gl6s3xv071u8lpe4sj3_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormality distributed across multiple regions
cla820gmms5zb071u6g8k2fhy,cla820gmms5zb071u6g8k2fhy_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis distributed across multiple areas including center, upper, and lower regions"
cla820gn8s6pb071ubvughf2p,cla820gn8s6pb071ubvughf2p_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across central and multiple quadrant regions
cla820gl7s3zf071ueloh0xir,cla820gl7s3zf071ueloh0xir_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis distributed across multiple regions including center, upper, and lower quadrants"
cla820gmjs5uf071u0c8y2918,cla820gmjs5uf071u0c8y2918_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820glhs4hr071uhjwycgv7,cla820glhs4hr071uhjwycgv7_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across central and upper regions
cla820gmzs6gv071u5m461t7v,cla820gmzs6gv071u5m461t7v_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis distributed across multiple regions including central and upper and lower quadrants
cla820gmys6fn071uf4cp0f8g,cla820gmys6fn071uf4cp0f8g_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants and central areas
cla820gm9s5gf071udqs442df,cla820gm9s5gf071udqs442df_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the area of concern located in the image?,ulcerative colitis abnormality scattered across multiple regions
cla820gl1s3pn071u6vzxgsxv,cla820gl1s3pn071u6vzxgsxv_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm2s57z071uewjf8x03,cla820gm2s57z071uewjf8x03_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis abnormality seen in multiple regions including center, upper, and lower quadrants"
cla820gmks5vr071ubza08sdw,cla820gmks5vr071ubza08sdw_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis distributed across multiple regions including center, upper, and lower areas"
cla820gn2s6hb071u8wnnh6cc,cla820gn2s6hb071u8wnnh6cc_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which areas of the image show abnormal findings?,ulcerative colitis abnormalities scattered across central and upper regions
cla820glqs4tn071u2kk21l0i,cla820glqs4tn071u2kk21l0i_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis distributed across multiple quadrants including central and lower regions
cla820glus4z3071uhi6tfu56,cla820glus4z3071uhi6tfu56_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm0s55f071u8hlqhno2,cla820gm0s55f071u8hlqhno2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gn5s6kb071u2tupfhco,cla820gn5s6kb071u2tupfhco_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple central and lower quadrants
cla820glns4pb071u9oqm4npr,cla820glns4pb071u9oqm4npr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple abdominal regions
cla820gmas5hz071u3wcp2jiq,cla820gmas5hz071u3wcp2jiq_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple central and lower regions
cla820gmzs6h3071u6g38fbxc,cla820gmzs6h3071u6g38fbxc_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple regions of the image
cla820glvs4zr071u0uk12gji,cla820glvs4zr071u0uk12gji_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gmss67z071u5qbncwa3,cla820gmss67z071u5qbncwa3_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis distributed across multiple central and lower regions
cla820gl5s3vv071u18ipbr2h,cla820gl5s3vv071u18ipbr2h_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,ulcerative colitis distributed across multiple regions including central and upper areas
cla820gmls5yb071ugt229jm2,cla820gmls5yb071ugt229jm2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gl5s3vn071u08159pwe,cla820gl5s3vn071u08159pwe_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820gmes5mf071u7mhk0wpr,cla820gmes5mf071u7mhk0wpr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis distributed across multiple regions of the image
cla820gn3s6i7071u09uj170e,cla820gn3s6i7071u09uj170e_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across central and upper regions
cla820gn5s6lf071ufahb4qov,cla820gn5s6lf071ufahb4qov_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across multiple areas including central and upper regions
cla820gmls5x7071u05un80ef,cla820gmls5x7071u05un80ef_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis scattered across multiple regions including central and upper areas
cla820gn8s6p3071u4m5yajd3,cla820gn8s6p3071u4m5yajd3_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis abnormality seen in multiple regions including center, upper, and lower areas"
cla820gn7s6mz071u3ofuh8bs,cla820gn7s6mz071u3ofuh8bs_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality distributed across multiple quadrants
cla820gl8s41v071u7owiec1u,cla820gl8s41v071u7owiec1u_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820glts4xz071u6b7n1x9y,cla820glts4xz071u6b7n1x9y_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmms5yz071ud3hed2un,cla820gmms5yz071ud3hed2un_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis distributed across multiple regions including central and lower areas
cla820gl2s3qb071u5u6c3vmq,cla820gl2s3qb071u5u6c3vmq_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820gmos623071uafmvhxiw,cla820gmos623071uafmvhxiw_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower regions
cla820glls4mr071ud57z5zq2,cla820glls4mr071ud57z5zq2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show the abnormality?,ulcerative colitis abnormality noted in multiple quadrants
cla820gl4s3u7071u1ccm7nxt,cla820gl4s3u7071u1ccm7nxt_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality observed in multiple quadrants including central and lower regions
cla820gn6s6mj071ufu065dcx,cla820gn6s6mj071ufu065dcx_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820glfs4dv071u2r6kf5ir,cla820glfs4dv071u2r6kf5ir_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormalities noted in multiple quadrants
cla820gmds5lr071ufjyr538p,cla820gmds5lr071ufjyr538p_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple central and lower quadrants
cla820glys537071u1anh57fb,cla820glys537071u1anh57fb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of concern seen in the image?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820glos4qr071ubtmjga43,cla820glos4qr071ubtmjga43_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis scattered across multiple quadrants including central and lower areas
cla820glns4p7071ucmxog59s,cla820glns4p7071ucmxog59s_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show the abnormality?,ulcerative colitis abnormality observed in multiple central and lower regions
cla820gl3s3tf071uekna420b,cla820gl3s3tf071uekna420b_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gn5s6l7071u8vv754ln,cla820gn5s6l7071u8vv754ln_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality noted in multiple central and upper regions
cla820gmos62f071ubes021vi,cla820gmos62f071ubes021vi_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis scattered across multiple regions including center and periphery
cla820gl1s3pj071u0wta8adz,cla820gl1s3pj071u0wta8adz_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820gmcs5k7071u5tascyte,cla820gmcs5k7071u5tascyte_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormality distributed across multiple regions
cla820glfs4cn071u0m2x8rre,cla820glfs4cn071u0m2x8rre_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis scattered across multiple quadrants including center, upper, and lower regions"
cla820glts4xv071ufq9pdvhl,cla820glts4xv071ufq9pdvhl_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm8s5er071u33i1h1yg,cla820gm8s5er071u33i1h1yg_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show abnormal findings?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820glss4vv071u4yuq7en0,cla820glss4vv071u4yuq7en0_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across central and upper regions
cla820gl4s3ub071u7ypd8d4h,cla820gl4s3ub071u7ypd8d4h_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis scattered across multiple quadrants including center, upper, and lower regions"
cla820glgs4f7071u3pow4akf,cla820glgs4f7071u3pow4akf_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality observed in multiple quadrants including central and lower areas
cla820gm1s56j071uevs5f59z,cla820gm1s56j071uevs5f59z_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820glqs4ub071u4u2x6f41,cla820glqs4ub071u4u2x6f41_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple regions including central and upper areas
cla820glys52r071u1n0wcat3,cla820glys52r071u1n0wcat3_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple quadrants including central and lower regions
cla820glgs4ef071uc71f2gdf,cla820glgs4ef071uc71f2gdf_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities scattered across central and upper regions
cla820gmls5xz071u4jk39r9t,cla820gmls5xz071u4jk39r9t_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820gmhs5qz071u160h8g7c,cla820gmhs5qz071u160h8g7c_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis Abnormality seen in multiple quadrants including central and lower regions
cla820glfs4cz071u1fgq28zx,cla820glfs4cz071u1fgq28zx_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820glxs52b071u7xpqf5xc,cla820glxs52b071u7xpqf5xc_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis Abnormality present in multiple regions including center, upper, and lower areas"
cla820gmks5vj071udsjyg41r,cla820gmks5vj071udsjyg41r_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gl3s3sf071u5nxyezr2,cla820gl3s3sf071u5nxyezr2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820gles4ar071ue3wegs7a,cla820gles4ar071ue3wegs7a_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,ulcerative colitis distributed across central and upper regions
cla820gmjs5ub071uhshz8wlc,cla820gmjs5ub071uhshz8wlc_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality distributed across multiple quadrants
cla820glzs54r071udfzp9q0y,cla820glzs54r071udfzp9q0y_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across central and upper regions
